Counter: 0 | X: 2.866795 | Y:0.026039 | Z: 0.001590
Counter: 119 | X: 0.035896 | Y:0.007848 | Z: 0.007320
Counter: 120 | X: 0.038806 | Y:0.007830 | Z: 0.007123
Counter: 121 | X: 0.024968 | Y:0.007319 | Z: 0.007203
Counter: 122 | X: 0.031389 | Y:0.007394 | Z: 0.006911
Counter: 123 | X: 0.026365 | Y:0.007701 | Z: 0.006912
Counter: 124 | X: 0.040731 | Y:0.008030 | Z: 0.007094
Counter: 125 | X: 0.029781 | Y:0.007628 | Z: 0.006955
Counter: 126 | X: 0.023508 | Y:0.007481 | Z: 0.006778
Counter: 127 | X: 0.024673 | Y:0.007438 | Z: 0.006988
Counter: 128 | X: 0.037345 | Y:0.007782 | Z: 0.007016
Counter: 129 | X: 0.037332 | Y:0.007718 | Z: 0.007137
Counter: 130 | X: 0.023545 | Y:0.007619 | Z: 0.006757
Counter: 131 | X: 0.036977 | Y:0.007738 | Z: 0.006894
Counter: 132 | X: 0.047803 | Y:0.007622 | Z: 0.007010
Counter: 133 | X: 0.033923 | Y:0.007770 | Z: 0.006803
Counter: 134 | X: 0.029938 | Y:0.007384 | Z: 0.007155
Counter: 135 | X: 0.054520 | Y:0.008054 | Z: 0.006799
Counter: 136 | X: 0.030553 | Y:0.007544 | Z: 0.006829
Counter: 137 | X: 0.052336 | Y:0.008275 | Z: 0.007016
Counter: 138 | X: 0.072065 | Y:0.007960 | Z: 0.006773
Counter: 139 | X: 0.028695 | Y:0.007353 | Z: 0.006838
Counter: 140 | X: 0.056931 | Y:0.008103 | Z: 0.007092
Counter: 141 | X: 0.034690 | Y:0.007785 | Z: 0.007254
Counter: 142 | X: 0.042116 | Y:0.007683 | Z: 0.007477
Counter: 143 | X: 0.038635 | Y:0.007594 | Z: 0.007046
Counter: 144 | X: 0.034884 | Y:0.007170 | Z: 0.007002
Counter: 145 | X: 0.032045 | Y:0.007497 | Z: 0.007200
Counter: 146 | X: 0.043722 | Y:0.007441 | Z: 0.007303
Counter: 147 | X: 0.027887 | Y:0.007520 | Z: 0.007173
Counter: 148 | X: 0.023872 | Y:0.007270 | Z: 0.006892
Counter: 149 | X: 0.028646 | Y:0.007417 | Z: 0.007096
Counter: 150 | X: 0.041399 | Y:0.007568 | Z: 0.007241
Counter: 151 | X: 0.034692 | Y:0.007697 | Z: 0.006843
Counter: 152 | X: 0.023266 | Y:0.007505 | Z: 0.006796
Counter: 153 | X: 0.024682 | Y:0.007565 | Z: 0.007185
Counter: 154 | X: 0.033418 | Y:0.007899 | Z: 0.007086
Counter: 155 | X: 0.039045 | Y:0.007933 | Z: 0.007049
Counter: 156 | X: 0.025240 | Y:0.007379 | Z: 0.006980
Counter: 157 | X: 0.026563 | Y:0.007387 | Z: 0.006910
Counter: 158 | X: 0.027869 | Y:0.007273 | Z: 0.007564
Counter: 159 | X: 0.040558 | Y:0.007632 | Z: 0.007158
Counter: 160 | X: 0.032180 | Y:0.007817 | Z: 0.007045
Counter: 161 | X: 0.023733 | Y:0.007392 | Z: 0.006887
Counter: 162 | X: 0.025237 | Y:0.007367 | Z: 0.007109
Counter: 163 | X: 0.037896 | Y:0.007690 | Z: 0.007206
Counter: 164 | X: 0.037640 | Y:0.007783 | Z: 0.006989
Counter: 165 | X: 0.024007 | Y:0.007414 | Z: 0.007168
Counter: 166 | X: 0.026176 | Y:0.007388 | Z: 0.007115
Counter: 167 | X: 0.031324 | Y:0.007517 | Z: 0.006912
Counter: 168 | X: 0.072925 | Y:0.007963 | Z: 0.006996
Counter: 169 | X: 0.028703 | Y:0.007873 | Z: 0.007015
Counter: 170 | X: 0.022968 | Y:0.007437 | Z: 0.006937
Counter: 171 | X: 0.025211 | Y:0.007662 | Z: 0.006618
Counter: 172 | X: 0.039351 | Y:0.007714 | Z: 0.006808
Counter: 173 | X: 0.034084 | Y:0.007702 | Z: 0.006918
Counter: 174 | X: 0.022933 | Y:0.008119 | Z: 0.006288
Counter: 175 | X: 0.028255 | Y:0.007615 | Z: 0.007017
Counter: 176 | X: 0.047909 | Y:0.007872 | Z: 0.006894
Counter: 177 | X: 0.027262 | Y:0.007043 | Z: 0.007173
Counter: 178 | X: 0.052711 | Y:0.007331 | Z: 0.007386
Counter: 179 | X: 0.046674 | Y:0.007603 | Z: 0.006949
Counter: 180 | X: 0.031277 | Y:0.007529 | Z: 0.006796
Counter: 181 | X: 0.070548 | Y:0.007566 | Z: 0.006437
Counter: 182 | X: 0.046667 | Y:0.007966 | Z: 0.007004
Counter: 183 | X: 0.027438 | Y:0.007320 | Z: 0.006779
Counter: 184 | X: 0.028097 | Y:0.007304 | Z: 0.007162
Counter: 185 | X: 0.044731 | Y:0.007541 | Z: 0.006926
Counter: 186 | X: 0.042402 | Y:0.007583 | Z: 0.006821
Counter: 187 | X: 0.039839 | Y:0.007479 | Z: 0.006858
Counter: 188 | X: 0.034448 | Y:0.007432 | Z: 0.007057
Counter: 189 | X: 0.040152 | Y:0.007506 | Z: 0.007301
Counter: 190 | X: 0.025053 | Y:0.007488 | Z: 0.006833
Counter: 191 | X: 0.024298 | Y:0.007313 | Z: 0.006917
Counter: 192 | X: 0.026035 | Y:0.007319 | Z: 0.007092
Counter: 193 | X: 0.037607 | Y:0.007734 | Z: 0.006998
Counter: 194 | X: 0.032650 | Y:0.007826 | Z: 0.006914
Counter: 195 | X: 0.022967 | Y:0.007432 | Z: 0.006892
Counter: 196 | X: 0.024842 | Y:0.007065 | Z: 0.007089
Counter: 197 | X: 0.031819 | Y:0.007844 | Z: 0.006902
Counter: 198 | X: 0.041035 | Y:0.007826 | Z: 0.007368
Counter: 199 | X: 0.023205 | Y:0.007550 | Z: 0.006961
Counter: 200 | X: 0.023729 | Y:0.007329 | Z: 0.006808
Counter: 201 | X: 0.027639 | Y:0.007437 | Z: 0.007185
Counter: 202 | X: 0.040094 | Y:0.007974 | Z: 0.007000
Counter: 203 | X: 0.030747 | Y:0.007661 | Z: 0.007317
Counter: 204 | X: 0.023491 | Y:0.007422 | Z: 0.006876
Counter: 205 | X: 0.026092 | Y:0.007324 | Z: 0.007157
Counter: 206 | X: 0.041622 | Y:0.007512 | Z: 0.007152
Counter: 207 | X: 0.036729 | Y:0.007511 | Z: 0.007178
Counter: 208 | X: 0.023873 | Y:0.007259 | Z: 0.007174
Counter: 209 | X: 0.025164 | Y:0.007361 | Z: 0.007080
Counter: 210 | X: 0.034599 | Y:0.007589 | Z: 0.007473
Counter: 211 | X: 0.051448 | Y:0.007918 | Z: 0.007017
Counter: 212 | X: 0.025157 | Y:0.007779 | Z: 0.006370
Counter: 213 | X: 0.037202 | Y:0.007841 | Z: 0.006995
Counter: 214 | X: 0.053297 | Y:0.008101 | Z: 0.006962
Counter: 215 | X: 0.035320 | Y:0.007454 | Z: 0.006854
Counter: 216 | X: 0.030375 | Y:0.007272 | Z: 0.007155
Counter: 217 | X: 0.041457 | Y:0.007702 | Z: 0.007403
Counter: 218 | X: 0.029437 | Y:0.007305 | Z: 0.007068
Counter: 219 | X: 0.023813 | Y:0.007057 | Z: 0.006887
Counter: 220 | X: 0.024392 | Y:0.007552 | Z: 0.006937
Counter: 221 | X: 0.037571 | Y:0.007472 | Z: 0.007140
Counter: 222 | X: 0.035185 | Y:0.007945 | Z: 0.007085
Counter: 223 | X: 0.023059 | Y:0.007250 | Z: 0.006806
Counter: 224 | X: 0.024463 | Y:0.007675 | Z: 0.006903
Counter: 225 | X: 0.031786 | Y:0.007786 | Z: 0.007277
Counter: 226 | X: 0.038904 | Y:0.007842 | Z: 0.007022
Counter: 227 | X: 0.025392 | Y:0.007515 | Z: 0.006752
Counter: 228 | X: 0.022919 | Y:0.007080 | Z: 0.007162
Counter: 229 | X: 0.025674 | Y:0.007132 | Z: 0.007172
Counter: 0 | X: 0.039906 | Y:0.007505 | Z: 0.007367
Counter: 1 | X: 0.394598 | Y:0.012925 | Z: 0.006212
Counter: 2 | X: 0.118422 | Y:0.008843 | Z: 0.006327
Counter: 3 | X: 0.042230 | Y:0.007883 | Z: 0.006760
Counter: 4 | X: 0.035762 | Y:0.007771 | Z: 0.006731
Counter: 5 | X: 0.051732 | Y:0.007550 | Z: 0.006935
Counter: 6 | X: 0.033631 | Y:0.007081 | Z: 0.006737
Counter: 7 | X: 0.040369 | Y:0.007754 | Z: 0.006901
Counter: 8 | X: 0.029383 | Y:0.006711 | Z: 0.007099
Counter: 9 | X: 0.028154 | Y:0.007159 | Z: 0.006696
Counter: 10 | X: 0.043864 | Y:0.007344 | Z: 0.007122
Counter: 11 | X: 0.035426 | Y:0.007268 | Z: 0.007297
Counter: 12 | X: 0.025814 | Y:0.006804 | Z: 0.006775
Counter: 13 | X: 0.049419 | Y:0.007293 | Z: 0.007657
Counter: 14 | X: 0.025819 | Y:0.007245 | Z: 0.006960
Counter: 15 | X: 0.023551 | Y:0.007172 | Z: 0.006650
Counter: 16 | X: 0.026266 | Y:0.007594 | Z: 0.006799
Counter: 17 | X: 0.039463 | Y:0.007718 | Z: 0.007120
Counter: 18 | X: 0.032052 | Y:0.007420 | Z: 0.006700
Counter: 19 | X: 0.022886 | Y:0.007596 | Z: 0.006588
Counter: 20 | X: 0.024630 | Y:0.007325 | Z: 0.006912
Counter: 21 | X: 0.035417 | Y:0.007821 | Z: 0.007436
Counter: 22 | X: 0.037232 | Y:0.007811 | Z: 0.006975
Counter: 23 | X: 0.023809 | Y:0.007340 | Z: 0.006922
Counter: 24 | X: 0.023685 | Y:0.007455 | Z: 0.006954
Counter: 25 | X: 0.028120 | Y:0.007223 | Z: 0.007203
Counter: 26 | X: 0.041749 | Y:0.007782 | Z: 0.007072
Counter: 27 | X: 0.032554 | Y:0.007095 | Z: 0.007248
Counter: 28 | X: 0.024492 | Y:0.007033 | Z: 0.006919
Counter: 29 | X: 0.026772 | Y:0.007374 | Z: 0.006904
Counter: 30 | X: 0.070987 | Y:0.008221 | Z: 0.006605
Counter: 31 | X: 0.030816 | Y:0.007669 | Z: 0.006911
Counter: 32 | X: 0.023022 | Y:0.007355 | Z: 0.006968
Counter: 33 | X: 0.024980 | Y:0.007292 | Z: 0.006959
Counter: 34 | X: 0.038807 | Y:0.007609 | Z: 0.007095
Counter: 35 | X: 0.035510 | Y:0.007299 | Z: 0.007181
Counter: 36 | X: 0.027630 | Y:0.007095 | Z: 0.006730
Counter: 37 | X: 0.023788 | Y:0.007310 | Z: 0.006790
Counter: 38 | X: 0.044938 | Y:0.007715 | Z: 0.007044
Counter: 39 | X: 0.040424 | Y:0.007835 | Z: 0.006808
Counter: 40 | X: 0.025549 | Y:0.007782 | Z: 0.006856
Counter: 41 | X: 0.023074 | Y:0.007473 | Z: 0.006743
Counter: 42 | X: 0.026143 | Y:0.007542 | Z: 0.006848
Counter: 43 | X: 0.039828 | Y:0.007835 | Z: 0.006690
Counter: 44 | X: 0.033600 | Y:0.007805 | Z: 0.006957
Counter: 45 | X: 0.023352 | Y:0.007310 | Z: 0.006825
Counter: 46 | X: 0.025287 | Y:0.007144 | Z: 0.007125
Counter: 47 | X: 0.037872 | Y:0.007631 | Z: 0.007205
Counter: 48 | X: 0.035830 | Y:0.007684 | Z: 0.007032
Counter: 49 | X: 0.022508 | Y:0.007405 | Z: 0.006620
Counter: 50 | X: 0.030461 | Y:0.007313 | Z: 0.007266
Counter: 51 | X: 0.044797 | Y:0.007545 | Z: 0.007289
Counter: 52 | X: 0.050258 | Y:0.007438 | Z: 0.006795
Counter: 53 | X: 0.058822 | Y:0.007267 | Z: 0.006863
Counter: 54 | X: 0.063264 | Y:0.008309 | Z: 0.006660
Counter: 55 | X: 0.061258 | Y:0.007497 | Z: 0.006911
Counter: 56 | X: 0.028892 | Y:0.007086 | Z: 0.007307
Counter: 57 | X: 0.044723 | Y:0.007640 | Z: 0.006939
Counter: 58 | X: 0.027684 | Y:0.007524 | Z: 0.006617
Counter: 59 | X: 0.048172 | Y:0.007200 | Z: 0.007147
Counter: 60 | X: 0.045694 | Y:0.007789 | Z: 0.007074
Counter: 61 | X: 0.034337 | Y:0.007410 | Z: 0.006656
Counter: 62 | X: 0.026680 | Y:0.007335 | Z: 0.006862
Counter: 63 | X: 0.043406 | Y:0.007631 | Z: 0.007056
Counter: 64 | X: 0.035355 | Y:0.007800 | Z: 0.006866
Counter: 65 | X: 0.026874 | Y:0.006858 | Z: 0.007211
Counter: 66 | X: 0.040990 | Y:0.007190 | Z: 0.007194
Counter: 67 | X: 0.041510 | Y:0.007609 | Z: 0.006973
Counter: 68 | X: 0.022804 | Y:0.007343 | Z: 0.006874
Counter: 69 | X: 0.031055 | Y:0.007420 | Z: 0.007014
Counter: 70 | X: 0.044358 | Y:0.007715 | Z: 0.006849
Counter: 71 | X: 0.026951 | Y:0.007105 | Z: 0.007007
Counter: 72 | X: 0.056567 | Y:0.007596 | Z: 0.006826
Counter: 73 | X: 0.049158 | Y:0.007896 | Z: 0.007116
Counter: 74 | X: 0.040038 | Y:0.006953 | Z: 0.007028
Counter: 75 | X: 0.029480 | Y:0.007139 | Z: 0.006918
Counter: 76 | X: 0.044575 | Y:0.007773 | Z: 0.006776
Counter: 77 | X: 0.026069 | Y:0.007024 | Z: 0.006874
Counter: 78 | X: 0.027738 | Y:0.007411 | Z: 0.006852
Counter: 79 | X: 0.046293 | Y:0.007688 | Z: 0.007298
Counter: 80 | X: 0.027123 | Y:0.007290 | Z: 0.007011
Counter: 81 | X: 0.026811 | Y:0.007434 | Z: 0.007253
Counter: 82 | X: 0.044449 | Y:0.007710 | Z: 0.007092
Counter: 83 | X: 0.040755 | Y:0.007546 | Z: 0.006559
Counter: 84 | X: 0.028298 | Y:0.007415 | Z: 0.006837
Counter: 85 | X: 0.041518 | Y:0.007412 | Z: 0.007004
Counter: 86 | X: 0.038586 | Y:0.007209 | Z: 0.006802
Counter: 87 | X: 0.032677 | Y:0.007058 | Z: 0.006718
Counter: 88 | X: 0.032275 | Y:0.007453 | Z: 0.007419
Counter: 89 | X: 0.046892 | Y:0.007389 | Z: 0.006953
Counter: 90 | X: 0.027697 | Y:0.007604 | Z: 0.006669
Counter: 91 | X: 0.028416 | Y:0.007557 | Z: 0.006883
Counter: 92 | X: 0.043735 | Y:0.007883 | Z: 0.006712
Counter: 93 | X: 0.058738 | Y:0.007685 | Z: 0.006379
Counter: 94 | X: 0.034085 | Y:0.007742 | Z: 0.007215
Counter: 95 | X: 0.071971 | Y:0.007643 | Z: 0.006907
Counter: 96 | X: 0.041997 | Y:0.007237 | Z: 0.006951
Counter: 97 | X: 0.029763 | Y:0.007734 | Z: 0.006981
Counter: 98 | X: 0.066476 | Y:0.007623 | Z: 0.006975
Counter: 99 | X: 0.026463 | Y:0.007108 | Z: 0.006714
Counter: 100 | X: 0.026031 | Y:0.007500 | Z: 0.006715
Counter: 101 | X: 0.053193 | Y:0.007848 | Z: 0.007058
Counter: 102 | X: 0.024994 | Y:0.007289 | Z: 0.006949
Counter: 103 | X: 0.027161 | Y:0.007437 | Z: 0.007060
Counter: 104 | X: 0.043301 | Y:0.007788 | Z: 0.007535
Counter: 105 | X: 0.047619 | Y:0.007467 | Z: 0.007126
Counter: 106 | X: 0.031456 | Y:0.007407 | Z: 0.006990
Counter: 107 | X: 0.038447 | Y:0.007854 | Z: 0.006977
Counter: 108 | X: 0.039664 | Y:0.007682 | Z: 0.006601
Counter: 109 | X: 0.025361 | Y:0.006955 | Z: 0.006524
Counter: 110 | X: 0.033461 | Y:0.007015 | Z: 0.007063
Counter: 111 | X: 0.047651 | Y:0.007386 | Z: 0.006985
Counter: 112 | X: 0.066517 | Y:0.007364 | Z: 0.006561
Counter: 113 | X: 0.035623 | Y:0.007823 | Z: 0.006855
Counter: 114 | X: 0.041433 | Y:0.007489 | Z: 0.006694
Counter: 115 | X: 0.042655 | Y:0.007240 | Z: 0.006811
Counter: 116 | X: 0.030902 | Y:0.007745 | Z: 0.006898
Counter: 117 | X: 0.041801 | Y:0.007639 | Z: 0.006763
Counter: 118 | X: 0.026274 | Y:0.007146 | Z: 0.006749
Counter: 119 | X: 0.029623 | Y:0.007755 | Z: 0.006927
Counter: 120 | X: 0.059694 | Y:0.007962 | Z: 0.007007
Counter: 121 | X: 0.043720 | Y:0.007059 | Z: 0.006791
Counter: 122 | X: 0.029901 | Y:0.007384 | Z: 0.006932
Counter: 123 | X: 0.058820 | Y:0.007998 | Z: 0.007070
Counter: 124 | X: 0.027452 | Y:0.007182 | Z: 0.006899
Counter: 125 | X: 0.027975 | Y:0.007134 | Z: 0.006780
Counter: 126 | X: 0.043565 | Y:0.007984 | Z: 0.007324
Counter: 127 | X: 0.033866 | Y:0.007151 | Z: 0.007172
Counter: 128 | X: 0.026393 | Y:0.007121 | Z: 0.006975
Counter: 129 | X: 0.045163 | Y:0.007417 | Z: 0.006778
Counter: 130 | X: 0.039175 | Y:0.007776 | Z: 0.006952
Counter: 131 | X: 0.038666 | Y:0.007738 | Z: 0.006382
Counter: 132 | X: 0.050105 | Y:0.007651 | Z: 0.007288
Counter: 133 | X: 0.034499 | Y:0.007247 | Z: 0.007029
Counter: 134 | X: 0.031169 | Y:0.006927 | Z: 0.006825
Counter: 135 | X: 0.032899 | Y:0.007591 | Z: 0.007160
Counter: 136 | X: 0.048953 | Y:0.007857 | Z: 0.006883
Counter: 137 | X: 0.031403 | Y:0.007067 | Z: 0.006602
Counter: 138 | X: 0.035989 | Y:0.007628 | Z: 0.006927
Counter: 139 | X: 0.042849 | Y:0.007859 | Z: 0.007222
Counter: 140 | X: 0.026329 | Y:0.007207 | Z: 0.006699
Counter: 141 | X: 0.049479 | Y:0.007694 | Z: 0.006790
Counter: 142 | X: 0.042271 | Y:0.007850 | Z: 0.006769
Counter: 143 | X: 0.029207 | Y:0.007876 | Z: 0.006980
Counter: 144 | X: 0.027307 | Y:0.006975 | Z: 0.006821
Counter: 145 | X: 0.044351 | Y:0.007702 | Z: 0.006960
Counter: 146 | X: 0.032520 | Y:0.007048 | Z: 0.006674
Counter: 147 | X: 0.025114 | Y:0.007260 | Z: 0.006967
Counter: 148 | X: 0.038491 | Y:0.007213 | Z: 0.007068
Counter: 149 | X: 0.040002 | Y:0.008070 | Z: 0.006881
Counter: 150 | X: 0.026383 | Y:0.007341 | Z: 0.006668
Counter: 151 | X: 0.058710 | Y:0.007756 | Z: 0.007159
Counter: 152 | X: 0.030322 | Y:0.007281 | Z: 0.006851
Counter: 153 | X: 0.026761 | Y:0.007219 | Z: 0.006617
Counter: 154 | X: 0.042094 | Y:0.007686 | Z: 0.007158
Counter: 155 | X: 0.036401 | Y:0.007404 | Z: 0.006740
Counter: 156 | X: 0.025428 | Y:0.007399 | Z: 0.006959
Counter: 157 | X: 0.039731 | Y:0.007687 | Z: 0.007205
Counter: 158 | X: 0.048815 | Y:0.007603 | Z: 0.007139
Counter: 159 | X: 0.026481 | Y:0.007256 | Z: 0.006859
Counter: 160 | X: 0.030069 | Y:0.007454 | Z: 0.007185
Counter: 161 | X: 0.067272 | Y:0.007564 | Z: 0.006957
Counter: 162 | X: 0.023792 | Y:0.007282 | Z: 0.007023
Counter: 163 | X: 0.027388 | Y:0.007544 | Z: 0.007086
Counter: 164 | X: 0.048807 | Y:0.007607 | Z: 0.007182
Counter: 165 | X: 0.049968 | Y:0.007604 | Z: 0.007031
Counter: 166 | X: 0.026666 | Y:0.007527 | Z: 0.006988
Counter: 167 | X: 0.041583 | Y:0.008097 | Z: 0.007165
Counter: 168 | X: 0.055168 | Y:0.007573 | Z: 0.006595
Counter: 169 | X: 0.032515 | Y:0.007237 | Z: 0.007188
Counter: 170 | X: 0.045871 | Y:0.008251 | Z: 0.006574
Counter: 171 | X: 0.032222 | Y:0.007339 | Z: 0.006672
Counter: 172 | X: 0.026613 | Y:0.007305 | Z: 0.006595
Counter: 173 | X: 0.049475 | Y:0.007597 | Z: 0.007025
Counter: 174 | X: 0.034718 | Y:0.007252 | Z: 0.007415
Counter: 175 | X: 0.042828 | Y:0.007253 | Z: 0.006455
Counter: 176 | X: 0.030991 | Y:0.007828 | Z: 0.006765
Counter: 177 | X: 0.043553 | Y:0.007560 | Z: 0.006763
Counter: 178 | X: 0.024609 | Y:0.007167 | Z: 0.006959
Counter: 179 | X: 0.028019 | Y:0.007580 | Z: 0.006534
Counter: 180 | X: 0.083344 | Y:0.008077 | Z: 0.007123
Counter: 181 | X: 0.026026 | Y:0.007313 | Z: 0.007060
Counter: 182 | X: 0.033485 | Y:0.006973 | Z: 0.006891
Counter: 183 | X: 0.042882 | Y:0.007475 | Z: 0.007020
Counter: 184 | X: 0.034918 | Y:0.007524 | Z: 0.007032
Counter: 185 | X: 0.026370 | Y:0.007020 | Z: 0.006876
Counter: 186 | X: 0.036547 | Y:0.007495 | Z: 0.007262
Counter: 187 | X: 0.040237 | Y:0.007783 | Z: 0.007245
Counter: 188 | X: 0.035747 | Y:0.007115 | Z: 0.006757
Counter: 189 | X: 0.039310 | Y:0.007177 | Z: 0.006871
Counter: 0 | X: 0.090607 | Y:0.007933 | Z: 0.007247
Counter: 1 | X: 0.025929 | Y:0.007353 | Z: 0.007240
Counter: 2 | X: 0.028654 | Y:0.007709 | Z: 0.007045
Counter: 3 | X: 0.044991 | Y:0.007837 | Z: 0.006828
Counter: 4 | X: 0.025256 | Y:0.007512 | Z: 0.006774
Counter: 5 | X: 0.027860 | Y:0.007351 | Z: 0.006813
Counter: 6 | X: 0.047603 | Y:0.007815 | Z: 0.007464
Counter: 7 | X: 0.027716 | Y:0.007108 | Z: 0.007207
Counter: 8 | X: 0.027613 | Y:0.007081 | Z: 0.006914
Counter: 9 | X: 0.042038 | Y:0.007635 | Z: 0.007167
Counter: 10 | X: 0.048422 | Y:0.007682 | Z: 0.006696
Counter: 11 | X: 0.036059 | Y:0.007269 | Z: 0.006958
Counter: 12 | X: 0.064786 | Y:0.007937 | Z: 0.007131
Counter: 13 | X: 0.043999 | Y:0.007538 | Z: 0.006721
Counter: 14 | X: 0.025468 | Y:0.007342 | Z: 0.006908
Counter: 15 | X: 0.057178 | Y:0.007813 | Z: 0.007273
Counter: 16 | X: 0.053331 | Y:0.007981 | Z: 0.006891
Counter: 17 | X: 0.031245 | Y:0.007608 | Z: 0.007054
Counter: 18 | X: 0.026437 | Y:0.008029 | Z: 0.006811
Counter: 19 | X: 0.046368 | Y:0.007778 | Z: 0.007034
Counter: 20 | X: 0.037301 | Y:0.007166 | Z: 0.006937
Counter: 21 | X: 0.029314 | Y:0.007585 | Z: 0.007130
Counter: 22 | X: 0.055694 | Y:0.007983 | Z: 0.007025
Counter: 23 | X: 0.029926 | Y:0.007419 | Z: 0.006570
Counter: 24 | X: 0.027603 | Y:0.007341 | Z: 0.006968
Counter: 25 | X: 0.045032 | Y:0.007872 | Z: 0.006888
Counter: 26 | X: 0.032330 | Y:0.007304 | Z: 0.007028
Counter: 27 | X: 0.026742 | Y:0.007314 | Z: 0.006642
Counter: 28 | X: 0.038804 | Y:0.007631 | Z: 0.006936
Counter: 29 | X: 0.038646 | Y:0.007716 | Z: 0.006579
Counter: 30 | X: 0.025808 | Y:0.007503 | Z: 0.006902
Counter: 31 | X: 0.028083 | Y:0.007323 | Z: 0.007211
Counter: 32 | X: 0.051383 | Y:0.007524 | Z: 0.006840
Counter: 33 | X: 0.026160 | Y:0.007607 | Z: 0.006947
Counter: 34 | X: 0.063998 | Y:0.007637 | Z: 0.006762
Counter: 35 | X: 0.045297 | Y:0.007736 | Z: 0.007292
Counter: 36 | X: 0.033041 | Y:0.007289 | Z: 0.006597
Counter: 37 | X: 0.026819 | Y:0.007481 | Z: 0.006923
Counter: 38 | X: 0.048981 | Y:0.007658 | Z: 0.007378
Counter: 39 | X: 0.034849 | Y:0.007292 | Z: 0.007286
Counter: 40 | X: 0.052013 | Y:0.007592 | Z: 0.006536
Counter: 41 | X: 0.053054 | Y:0.007827 | Z: 0.007151
Counter: 42 | X: 0.035919 | Y:0.007500 | Z: 0.006976
Counter: 43 | X: 0.026475 | Y:0.007510 | Z: 0.006545
Counter: 44 | X: 0.044515 | Y:0.007825 | Z: 0.007257
Counter: 45 | X: 0.038132 | Y:0.007581 | Z: 0.006687
Counter: 46 | X: 0.036141 | Y:0.007407 | Z: 0.006950
Counter: 47 | X: 0.062089 | Y:0.007644 | Z: 0.006842
Counter: 48 | X: 0.039718 | Y:0.007805 | Z: 0.006898
Counter: 49 | X: 0.025856 | Y:0.007598 | Z: 0.006806
Counter: 50 | X: 0.031692 | Y:0.007332 | Z: 0.006907
Counter: 51 | X: 0.052203 | Y:0.007416 | Z: 0.007140
Counter: 52 | X: 0.026675 | Y:0.007402 | Z: 0.006680
Counter: 53 | X: 0.039813 | Y:0.007315 | Z: 0.007151
Counter: 54 | X: 0.044433 | Y:0.007815 | Z: 0.006975
Counter: 55 | X: 0.026495 | Y:0.007447 | Z: 0.006824
Counter: 56 | X: 0.027742 | Y:0.007149 | Z: 0.007170
Counter: 57 | X: 0.038978 | Y:0.008095 | Z: 0.006889
Counter: 58 | X: 0.034569 | Y:0.007456 | Z: 0.007105
Counter: 59 | X: 0.030212 | Y:0.007591 | Z: 0.006875
Counter: 60 | X: 0.042042 | Y:0.007524 | Z: 0.007362
Counter: 61 | X: 0.032422 | Y:0.007299 | Z: 0.006922
Counter: 62 | X: 0.024318 | Y:0.007562 | Z: 0.006966
Counter: 63 | X: 0.045132 | Y:0.008489 | Z: 0.006787
Counter: 64 | X: 0.038047 | Y:0.007635 | Z: 0.007133
Counter: 65 | X: 0.024924 | Y:0.007241 | Z: 0.007122
Counter: 66 | X: 0.029778 | Y:0.007782 | Z: 0.007092
Counter: 67 | X: 0.046053 | Y:0.007396 | Z: 0.007504
Counter: 68 | X: 0.026990 | Y:0.007319 | Z: 0.007102
Counter: 69 | X: 0.030554 | Y:0.007452 | Z: 0.007516
Counter: 70 | X: 0.044061 | Y:0.007726 | Z: 0.007343
Counter: 71 | X: 0.026982 | Y:0.007289 | Z: 0.007314
Counter: 72 | X: 0.027443 | Y:0.006901 | Z: 0.007219
Counter: 73 | X: 0.039856 | Y:0.007654 | Z: 0.007209
Counter: 74 | X: 0.034783 | Y:0.007320 | Z: 0.007093
Counter: 75 | X: 0.026508 | Y:0.007218 | Z: 0.006835
Counter: 76 | X: 0.037730 | Y:0.008005 | Z: 0.007325
Counter: 77 | X: 0.101810 | Y:0.007993 | Z: 0.006703
Counter: 78 | X: 0.026307 | Y:0.007247 | Z: 0.006918
Counter: 79 | X: 0.041622 | Y:0.007518 | Z: 0.007322
Counter: 80 | X: 0.036818 | Y:0.007572 | Z: 0.006715
Counter: 81 | X: 0.025502 | Y:0.007510 | Z: 0.007029
Counter: 82 | X: 0.038862 | Y:0.007613 | Z: 0.007353
Counter: 83 | X: 0.041341 | Y:0.007451 | Z: 0.007819
Counter: 84 | X: 0.026714 | Y:0.007178 | Z: 0.006818
Counter: 85 | X: 0.031175 | Y:0.007848 | Z: 0.007135
Counter: 86 | X: 0.044112 | Y:0.007772 | Z: 0.007053
Counter: 87 | X: 0.025982 | Y:0.007228 | Z: 0.007014
Counter: 88 | X: 0.047995 | Y:0.007280 | Z: 0.007134
Counter: 89 | X: 0.052923 | Y:0.007879 | Z: 0.007276
Counter: 90 | X: 0.031413 | Y:0.007584 | Z: 0.007360
Counter: 91 | X: 0.026833 | Y:0.007356 | Z: 0.006667
Counter: 92 | X: 0.040205 | Y:0.007588 | Z: 0.007303
Counter: 93 | X: 0.060230 | Y:0.007773 | Z: 0.006763
Counter: 94 | X: 0.025043 | Y:0.007453 | Z: 0.006995
Counter: 95 | X: 0.032920 | Y:0.007448 | Z: 0.007195
Counter: 96 | X: 0.042489 | Y:0.007660 | Z: 0.006842
Counter: 97 | X: 0.027600 | Y:0.007064 | Z: 0.007396
